full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
sicepat asu ngilangin paket guweh,asu ngilangin paket guweh,asu resignin package guweh,asu resignin package guweh,"['asu', 'resignin', 'package', 'guweh']","['asu', 'resignin', 'package', 'guweh']"
Tanggapan perihal Tokopedia Resolution Center Kenapa Klaim Barang Hilang Pengiriman SiCepat Terlalu Lama,Tanggapan perihal Tokopedia Resolution Center Kenapa Klaim Barang Hilang Pengiriman Terlalu Lama,response regarding the tokopedia resolution center why claims the goods are lost for too long shipping,response regarding tokopedia resolution center claims goods lost long shipping,"['response', 'regarding', 'tokopedia', 'resolution', 'center', 'claims', 'goods', 'lost', 'long', 'shipping']","['response', 'regard', 'tokopedia', 'resolution', 'center', 'claim', 'good', 'lose', 'long', 'shipping']"
selamat sore ini paket di balikpapan selatan kenapa stuck terus ya statusnya dari kemarin Biasanya setiap pagi sudah diantar oleh kurir loh Apakah ada penurunan performa ya sekarang,selamat sore ini paket di balikpapan selatan kenapa stuck terus ya statusnya dari kemarin Biasanya setiap pagi sudah diantar oleh kurir loh Apakah ada penurunan performa ya sekarang,"good afternoon this package in southern balikpapan why is it stuck, the status from yesterday is usually delivered every morning to be delivered by the courier if there is a decline in performance now",good afternoon package southern balikpapan stuck status yesterday usually delivered every morning delivered courier decline performance,"['good', 'afternoon', 'package', 'southern', 'balikpapan', 'stuck', 'status', 'yesterday', 'usually', 'delivered', 'every', 'morning', 'delivered', 'courier', 'decline', 'performance']","['good', 'afternoon', 'package', 'southern', 'balikpapan', 'stuck', 'status', 'yesterday', 'usually', 'deliver', 'every', 'morning', 'deliver', 'courier', 'decline', 'performance']"
Bu saya tahu Tokopedia dan Sicepat kawan sudah lama tetapi Sicepat bukan masa depan Tokopedia,Bu saya tahu Tokopedia dan kawan sudah lama tetapi bukan masa depan Tokopedia,ma'am i know tokopedia and friends have been a long time but not the future of tokopedia,maam know tokopedia friends long time future tokopedia,"['maam', 'know', 'tokopedia', 'friends', 'long', 'time', 'future', 'tokopedia']","['maam', 'know', 'tokopedia', 'friend', 'long', 'time', 'future', 'tokopedia']"
bales dm minimal,bales dm minimal,minimal dm reply,minimal dm reply,"['minimal', 'dm', 'reply']","['minimal', 'dm', 'reply']"
emang yang paling amanah cuma sicepat,emang yang paling amanah cuma,the most trustworthy only,trustworthy,['trustworthy'],['trustworthy']
Sicepat sejak request pick up tidak jemput selama hari toko kami reputasi proses dan dijemput dalam hari jadi sangat merugikan nama baik toko saya dan akhirnya nama Tokopedia akan ikut dirugikan hanya gara nila setitik itu,sejak request pick up tidak jemput selama hari toko kami reputasi proses dan dijemput dalam hari jadi sangat merugikan nama baik toko saya dan akhirnya nama Tokopedia akan ikut dirugikan hanya gara nila setitik itu,since the pick -up request has not been picked up during our shop day the process reputation and is picked up on the anniversary is very detrimental to the good name of my store and finally the name tokopedia will be disadvantaged only because of that speck of tilapia,since pick up request picked shop day process reputation picked anniversary detrimental good name store finally name tokopedia disadvantaged speck tilapia,"['since', 'pick', 'up', 'request', 'picked', 'shop', 'day', 'process', 'reputation', 'picked', 'anniversary', 'detrimental', 'good', 'name', 'store', 'finally', 'name', 'tokopedia', 'disadvantaged', 'speck', 'tilapia']","['since', 'pick', 'up', 'request', 'picked', 'shop', 'day', 'process', 'reputation', 'picked', 'anniversary', 'detrimental', 'good', 'name', 'store', 'finally', 'name', 'tokopedia', 'disadvantage', 'speck', 'tilapia']"
halo Bu Vonny yang Tokopedia ya Sy salah seller mau minta bantuan soal kurir rekomendasi yang tiba aktif beberapa hari ini sangat keberatan karena memaksakan saya pakai sicepat yang lambat sekali bahkan tidak jemput di kapuk muara makanya selama ini saya pakai jne lebih lancar,halo Bu Vonny yang Tokopedia ya Sy salah seller mau minta bantuan soal kurir rekomendasi yang tiba aktif beberapa hari ini sangat keberatan karena memaksakan saya pakai yang lambat sekali bahkan tidak jemput di kapuk muara makanya selama ini saya pakai lebih lancar,"hello mrs. vonny, who is tokopedia, i'm wrong, the seller wants to ask for help about the recommendation courier that has arrived actively in a few days, it really objected because it forced me to use it very slow",hello mrs vonny tokopedia im wrong seller wants ask help recommendation courier arrived actively days really objected forced use slow,"['hello', 'mrs', 'vonny', 'tokopedia', 'im', 'wrong', 'seller', 'wants', 'ask', 'help', 'recommendation', 'courier', 'arrived', 'actively', 'days', 'really', 'objected', 'forced', 'use', 'slow']","['hello', 'mr', 'vonny', 'tokopedia', 'im', 'wrong', 'seller', 'want', 'ask', 'help', 'recommendation', 'courier', 'arrive', 'actively', 'day', 'really', 'object', 'force', 'use', 'slow']"
Karena sebuah kebodohan salah masukin alamat jadinya harus pickup sendiri ke gudang sortirnya Sicepat Express Sorting Center Badung Ex Gudang Bulog Uluwatu,Karena sebuah kebodohan salah masukin alamat jadinya harus pickup sendiri ke gudang sortirnya Express Sorting Center Badung Ex Gudang Bulog Uluwatu,because of a foolishness wrong entering the address so he must pick up his own to the sorting warehouse express sorting center badung ex warehouse bulog uluwatu,foolishness wrong entering address must pick sorting warehouse express sorting center badung ex warehouse bulog uluwatu,"['foolishness', 'wrong', 'entering', 'address', 'must', 'pick', 'sorting', 'warehouse', 'express', 'sorting', 'center', 'badung', 'ex', 'warehouse', 'bulog', 'uluwatu']","['foolishness', 'wrong', 'enter', 'address', 'must', 'pick', 'sort', 'warehouse', 'express', 'sort', 'center', 'badung', 'ex', 'warehouse', 'bulog', 'uluwatu']"
Nunggu kurir xjam kali maksudnya,Nunggu kurir xjam kali maksudnya,wait for xjam courier to meant,wait xjam courier meant,"['wait', 'xjam', 'courier', 'meant']","['wait', 'xjam', 'courier', 'meant']"
Sicepat halu cepatnya yaa halu,halu cepatnya yaa halu,halu quickly huh hualu,halu quickly huh hualu,"['halu', 'quickly', 'huh', 'hualu']","['halu', 'quickly', 'huh', 'hualu']"
iya dah saya selalu ganti ekspedisi ke sicepat karena anteraja di tempat ku lama banget dan saya tidak sabaran orangnya,iya dah saya selalu ganti ekspedisi ke karena di tempat ku lama banget dan saya tidak sabaran orangnya,"yes, i always changed the expedition to because in my place was very long and i was impatient",yes always changed expedition place long impatient,"['yes', 'always', 'changed', 'expedition', 'place', 'long', 'impatient']","['yes', 'always', 'change', 'expedition', 'place', 'long', 'impatient']"
Itulah guys setiap susah jangan lupa beribadah Insya Allah jawabannya datang lebih cepat drpd sicepat,Itulah guys setiap susah jangan lupa beribadah Insya Allah jawabannya datang lebih cepat drpd,"that's the guys every time it's hard, don't forget to worship, god willing, the answer will come faster than",thats guys every time hard forget worship god willing answer come faster,"['thats', 'guys', 'every', 'time', 'hard', 'forget', 'worship', 'god', 'willing', 'answer', 'come', 'faster']","['thats', 'guy', 'every', 'time', 'hard', 'forget', 'worship', 'god', 'willing', 'answer', 'come', 'faster']"
sicepat tidak ada cepat cepatnya,tidak ada cepat cepatnya,there is no fast,fast,['fast'],['fast']
Ini pakai si cepat lhoo astagaa Ah yawislah terserah dah seminggu loh ilang yasudah,Ini pakai si cepat lhoo astagaa Ah yawislah terserah dah seminggu loh ilang yasudah,"this uses the fast, oh my god, ah yawis, it's up to you a week.",uses fast oh god ah yawis week,"['uses', 'fast', 'oh', 'god', 'ah', 'yawis', 'week']","['us', 'fast', 'oh', 'god', 'ah', 'yawis', 'week']"
Ganti kok cuna xOngkir Kalau hire karyawan yang benar Next tidak pakai expedisi ini lagi deh untuk usaha tidak wort it,Ganti kok cuna xOngkir Kalau hire karyawan yang benar Next tidak pakai expedisi ini lagi deh untuk usaha tidak wort it,replace how come cuna xongkir if the hire is the right employee next not use this expedition again for the business not wort it,replace come cuna xongkir hire right employee next use expedition business wort,"['replace', 'come', 'cuna', 'xongkir', 'hire', 'right', 'employee', 'next', 'use', 'expedition', 'business', 'wort']","['replace', 'come', 'cuna', 'xongkir', 'hire', 'right', 'employee', 'next', 'use', 'expedition', 'business', 'wort']"
Gimana nih admin paket saya Hilang kah Terserah admin saya capekk wis,Gimana nih admin paket saya Hilang kah Terserah admin saya capekk wis,"how do my packet admin lost, it's up to my admin to be tired",packet admin lost admin tired,"['packet', 'admin', 'lost', 'admin', 'tired']","['packet', 'admin', 'lose', 'admin', 'tire']"
ih suka banget sama sicepat gercep pick upnya tidak seperti id express,ih suka banget sama gercep pick upnya tidak seperti id express,i really like the gercep pick up not like the express id,really like gercep pick like express id,"['really', 'like', 'gercep', 'pick', 'like', 'express', 'id']","['really', 'like', 'gercep', 'pick', 'like', 'express', 'id']"
Nggak ada opsi pengiriman pakai cargo kah Klo pakai cargo kyk JNE Truck JNT Cargo or SiCepat Gokil bisa lebih murah,Nggak ada opsi pengiriman pakai cargo kah Klo pakai cargo kyk Truck Cargo or Gokil bisa lebih murah,there is no shipping option using cargo if you use a cargo like a cargo truck or crazy can be cheaper,shipping option using cargo use cargo like cargo truck crazy cheaper,"['shipping', 'option', 'using', 'cargo', 'use', 'cargo', 'like', 'cargo', 'truck', 'crazy', 'cheaper']","['shipping', 'option', 'use', 'cargo', 'use', 'cargo', 'like', 'cargo', 'truck', 'crazy', 'cheaper']"
kl di dom ku agak kurang mlh bagusan sicepat,kl di dom ku agak kurang mlh bagusan,kl in my dom a little less mlh good,kl dom little less mlh good,"['kl', 'dom', 'little', 'less', 'mlh', 'good']","['kl', 'dom', 'little', 'less', 'mlh', 'good']"
Semangat banget loh tunggu ya cintaku sudah dikirim pakai sicepat,Semangat banget loh tunggu ya cintaku sudah dikirim pakai,"really excited, wait for my love to be sent using it",really excited wait love sent using,"['really', 'excited', 'wait', 'love', 'sent', 'using']","['really', 'excite', 'wait', 'love', 'sent', 'use']"
yang tidak expreskirim barang hari sabtu dari bekasi tujuan cibitung sampai hari ini selasa belum sampai,yang tidak expreskirim barang hari sabtu dari bekasi tujuan cibitung sampai hari ini selasa belum sampai,who did not express items on saturday from bekasi to cibitung to today tuesday has not arrived,express items saturday bekasi cibitung today tuesday arrived,"['express', 'items', 'saturday', 'bekasi', 'cibitung', 'today', 'tuesday', 'arrived']","['express', 'item', 'saturday', 'bekasi', 'cibitung', 'today', 'tuesday', 'arrive']"
Sicepat yang tidak cepat,yang tidak cepat,which is not fast,fast,['fast'],['fast']
ganti nama saja kak jadi singaco sudah sampai kabupaten tujuan malah dibalikin ke kota pengirim Gak habis fikir,ganti nama saja kak jadi singaco sudah sampai kabupaten tujuan malah dibalikin ke kota pengirim Gak habis fikir,"just change the name, sis, so singaco has reached the destination district, instead it is reversed to the sender",change name sis singaco reached destination district instead reversed sender,"['change', 'name', 'sis', 'singaco', 'reached', 'destination', 'district', 'instead', 'reversed', 'sender']","['change', 'name', 'si', 'singaco', 'reach', 'destination', 'district', 'instead', 'reverse', 'sender']"
halo kak boleh cek DM,halo kak boleh cek DM,hello sis can check dm,hello sis check dm,"['hello', 'sis', 'check', 'dm']","['hello', 'si', 'check', 'dm']"
Saya email berkali kali ke customer care dan hanya dijawab mohin sabar menunggu Begitu juga komplain ke hanya disuruh menunggu saja,Saya email berkali kali ke customer care dan hanya dijawab mohin sabar menunggu Begitu juga komplain ke hanya disuruh menunggu saja,i email it many times to customer care and only answered mohin patiently waiting as well as complaints to just told to wait,email many times customer care answered mohin patiently waiting well complaints told wait,"['email', 'many', 'times', 'customer', 'care', 'answered', 'mohin', 'patiently', 'waiting', 'well', 'complaints', 'told', 'wait']","['email', 'many', 'time', 'customer', 'care', 'answer', 'mohin', 'patiently', 'wait', 'well', 'complaint', 'told', 'wait']"
kenapa Criss Cross mulu sih,kenapa Criss Cross mulu sih,why criss cross mulu anyway,criss cross mulu anyway,"['criss', 'cross', 'mulu', 'anyway']","['criss', 'cross', 'mulu', 'anyway']"
Mana kok paket gw tidak nyampe Oi Sicepat,Mana kok paket gw tidak nyampe Oi,how come my package doesn't reach oi,come package reach oi,"['come', 'package', 'reach', 'oi']","['come', 'package', 'reach', 'oi']"
TOLONG DONG SOLUSINYA GIMANA INI SILELET,TOLONG DONG SOLUSINYA GIMANA INI SILELET,please help the solution how this is a milelet,please help solution milelet,"['please', 'help', 'solution', 'milelet']","['please', 'help', 'solution', 'milelet']"
Sicepat sm jnt Tp sekarang spx sudah lumayan cepet,sm Tp sekarang sudah lumayan cepet,sm but now it's pretty fast,sm pretty fast,"['sm', 'pretty', 'fast']","['sm', 'pretty', 'fast']"
SPX ama sicepat,ama,ama,ama,['ama'],['ama']
Sicepat minder liatnya,minder liatnya,minder to see it,minder see,"['minder', 'see']","['minder', 'see']"
belum dikirim kah kak,belum dikirim kah kak,not sent yet sis,sent yet sis,"['sent', 'yet', 'sis']","['sent', 'yet', 'si']"
maaf masih bergelut dgn pick up sicepat bsk ku drop off saja,maaf masih bergelut dgn pick up bsk ku drop off saja,sorry still struggling with pickup like kut drop off,sorry still struggling pickup like kut drop,"['sorry', 'still', 'struggling', 'pickup', 'like', 'kut', 'drop']","['sorry', 'still', 'struggle', 'pickup', 'like', 'kut', 'drop']"
Nah ituuu diaaaa wkwkwkwkwk sekarang kalau jasa kurirnya anter saja gw skip bayar lebihan dikit gpp lah JNE atau sicepat,Nah ituuu diaaaa wkwkwkwkwk sekarang kalau jasa kurirnya anter saja gw skip bayar lebihan dikit gpp lah atau,"now that's how it is now if the courier service is anteraja, i skip to pay more a little gpp or",thats courier service anteraja skip pay little gpp,"['thats', 'courier', 'service', 'anteraja', 'skip', 'pay', 'little', 'gpp']","['thats', 'courier', 'service', 'anteraja', 'skip', 'pay', 'little', 'gpp']"
