full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,stemmed_data,text_stemmed,pos,neg,neu,label
halo admin ini paket saya sejak sabtu selalu gagal dipick up keterangannya reschedule by seller padahal saya tidak pernah mengajukan reschedule Tolong dibantu follow up terima kasih,halo admin ini paket saya sejak sabtu selalu gagal dipick up keterangannya reschedule by seller padahal saya tidak pernah mengajukan reschedule Tolong dibantu follow up terima kasih,"hello admin, my package since saturday always failed to be dicked up, rescheduled by seller, even though i never submitted a reschedule, please help follow up, thank you",hello admin package since saturday always failed dicked up rescheduled seller even though never submitted reschedule please help follow up thank,"['hello', 'admin', 'package', 'since', 'saturday', 'always', 'failed', 'dicked', 'up', 'rescheduled', 'seller', 'even', 'though', 'never', 'submitted', 'reschedule', 'please', 'help', 'follow', 'up', 'thank']","['hello', 'admin', 'packag', 'sinc', 'saturday', 'alway', 'fail', 'dick', 'up', 'reschedul', 'seller', 'even', 'though', 'never', 'submit', 'reschedul', 'pleas', 'help', 'follow', 'up', 'thank']",hello admin packag sinc saturday alway fail dick up reschedul seller even though never submit reschedul pleas help follow up thank,0.179,0.234,0.586,negative
pantesan hari tidak nyampe nyampe bagaimana sih info dong dari awal kalau ilang kan bisa beli lagi,pantesan hari tidak nyampe nyampe bagaimana sih info dong dari awal kalau ilang kan bisa beli lagi,"no wonder the day did not arrive at how the info was from the beginning if it was lost, you could buy it again",wonder day arrive info beginning lost could buy,"['wonder', 'day', 'arrive', 'info', 'beginning', 'lost', 'could', 'buy']","['wonder', 'day', 'arriv', 'info', 'begin', 'lost', 'could', 'buy']",wonder day arriv info begin lost could buy,0.0,0.247,0.753,negative
Besoklusa bakal dinyatakan hilang nih pasti ekpedisi gajelas,Besoklusa bakal dinyatakan hilang nih pasti ekpedisi gajelas,tomorrow the day after tomorrow will be declared missing this is definitely an unclear expedition,tomorrow day tomorrow declared missing definitely unclear expedition,"['tomorrow', 'day', 'tomorrow', 'declared', 'missing', 'definitely', 'unclear', 'expedition']","['tomorrow', 'day', 'tomorrow', 'declar', 'miss', 'definit', 'unclear', 'expedit']",tomorrow day tomorrow declar miss definit unclear expedit,0.0,0.375,0.625,negative
jamet sicepat sekarang ternyata lemot banget mendingan spx,jamet sekarang ternyata lemot banget mendingan,jamet now turned out to be very slow,jamet turned slow,"['jamet', 'turned', 'slow']","['jamet', 'turn', 'slow']",jamet turn slow,0.0,0.429,0.571,negative
sicepat si nder jne kdg pengirimannya lelet banget,si nder kdg pengirimannya lelet banget,the nder kdg is really slow,nder kdg really slow,"['nder', 'kdg', 'really', 'slow']","['nder', 'kdg', 'realli', 'slow']",nder kdg realli slow,0.0,0.333,0.667,negative
lelet,lelet,slow,slow,['slow'],['slow'],slow,0.0,1.0,0.0,negative
admin tolong imrovisasinya ya saya pakai ekspedisi ini paketku hampir selalu ketukersalahdikembalikan ke agen tanpa alasan sedih sangat loh,admin tolong imrovisasinya ya saya pakai ekspedisi ini paketku hampir selalu ketukersalahdikembalikan ke agen tanpa alasan sedih sangat loh,"admin please imrovision, yes, i use this expedition, my package is almost always stuck, it is returned to the agent for no reason very sad",admin please imrovision yes use expedition package almost always stuck returned agent reason sad,"['admin', 'please', 'imrovision', 'yes', 'use', 'expedition', 'package', 'almost', 'always', 'stuck', 'returned', 'agent', 'reason', 'sad']","['admin', 'pleas', 'imrovis', 'ye', 'use', 'expedit', 'packag', 'almost', 'alway', 'stuck', 'return', 'agent', 'reason', 'sad']",admin pleas imrovis ye use expedit packag almost alway stuck return agent reason sad,0.0,0.287,0.713,negative
Sicepat saya benci sama kamu sih,saya benci sama kamu sih,i hate you anyway,hate anyway,"['hate', 'anyway']","['hate', 'anyway']",hate anyway,0.0,0.787,0.213,negative
tolong cek admin masa paket tertahan karena salahtertukar dan harus dikirim ulang esok hari tidak bisa hari ini,tolong cek admin masa paket tertahan karena salahtertukar dan harus dikirim ulang esok hari tidak bisa hari ini,please check the admin of the package period being held back because of the wrong exchange and must be sent again tomorrow it can't be today,please check admin package period held back wrong exchange must sent tomorrow cant today,"['please', 'check', 'admin', 'package', 'period', 'held', 'back', 'wrong', 'exchange', 'must', 'sent', 'tomorrow', 'cant', 'today']","['pleas', 'check', 'admin', 'packag', 'period', 'held', 'back', 'wrong', 'exchang', 'must', 'sent', 'tomorrow', 'cant', 'today']",pleas check admin packag period held back wrong exchang must sent tomorrow cant today,0.0,0.193,0.807,negative
Gue bukan tipe yang kesel karena telat beberapa hari tetapi kali ini saya benar kesel banget karena telat nya seminggu lebih dichat nyuruh nunggu hari saya tungguin sampe hari ini kaga sampe sbnernya ini lagi pada libur apa bagaimana sih,Gue bukan tipe yang kesel karena telat beberapa hari tetapi kali ini saya benar kesel banget karena telat nya seminggu lebih dichat nyuruh nunggu hari saya tungguin sampe hari ini kaga sampe sbnernya ini lagi pada libur apa bagaimana sih,"i'm not the type that is upset because i was late for a few days but this time i was really upset because i was late for more than a week, i told me to wait for the day to wait until today until this sbner was on this holiday.",im type upset late days time really upset late week told wait day wait today sbner holiday,"['im', 'type', 'upset', 'late', 'days', 'time', 'really', 'upset', 'late', 'week', 'told', 'wait', 'day', 'wait', 'today', 'sbner', 'holiday']","['im', 'type', 'upset', 'late', 'day', 'time', 'realli', 'upset', 'late', 'week', 'told', 'wait', 'day', 'wait', 'today', 'sbner', 'holiday']",im type upset late day time realli upset late week told wait day wait today sbner holiday,0.123,0.237,0.639,negative
admin paket saya salah kirim saya mau hub agen yang ngirim mohon dilakukan pengecekan,admin paket saya salah kirim saya mau hub agen yang ngirim mohon dilakukan pengecekan,"admin package i sent the wrong i want an agent hub who sent it, please check",admin package sent wrong want agent hub sent it please check,"['admin', 'package', 'sent', 'wrong', 'want', 'agent', 'hub', 'sent', 'it', 'please', 'check']","['admin', 'packag', 'sent', 'wrong', 'want', 'agent', 'hub', 'sent', 'it', 'pleas', 'check']",admin packag sent wrong want agent hub sent it pleas check,0.097,0.231,0.672,negative
Nah ituuu diaaaa wkwkwkwkwk sekarang kalau jasa kurirnya anter saja gw skip bayar lebihan dikit gpp lah JNE atau sicepat,Nah ituuu diaaaa wkwkwkwkwk sekarang kalau jasa kurirnya anter saja gw skip bayar lebihan dikit gpp lah atau,"now that's how it is now if the courier service is anteraja, i skip to pay more a little gpp or",thats courier service anteraja skip pay little gpp,"['thats', 'courier', 'service', 'anteraja', 'skip', 'pay', 'little', 'gpp']","['that', 'courier', 'servic', 'anteraja', 'skip', 'pay', 'littl', 'gpp']",that courier servic anteraja skip pay littl gpp,0.0,0.167,0.833,negative
ekspedisi sicepat kontol sudah hari paket nyangkut padahal besok mau dipake bangkeeeeee,ekspedisi kontol sudah hari paket nyangkut padahal besok mau dipake bangkeeeeee,"the dick expedition is already stuck, even though tomorrow i want to use bangkee",dick expedition already stuck even though tomorrow want use bangkee,"['dick', 'expedition', 'already', 'stuck', 'even', 'though', 'tomorrow', 'want', 'use', 'bangkee']","['dick', 'expedit', 'alreadi', 'stuck', 'even', 'though', 'tomorrow', 'want', 'use', 'bangke']",dick expedit alreadi stuck even though tomorrow want use bangke,0.096,0.39,0.515,negative
Emang boleh selama ini Padahal estimasinya harusnya hari ini tetapi nyampe Surabaya belum ada tanda Sicepat tetapi selambat ini,Emang boleh selama ini Padahal estimasinya harusnya hari ini tetapi nyampe Surabaya belum ada tanda tetapi selambat ini,"it is indeed possible for this time even though the estimation should be today, but there is no sign of surabaya, but this is not yet this",indeed possible time even though estimation today sign surabaya yet,"['indeed', 'possible', 'time', 'even', 'though', 'estimation', 'today', 'sign', 'surabaya', 'yet']","['inde', 'possibl', 'time', 'even', 'though', 'estim', 'today', 'sign', 'surabaya', 'yet']",inde possibl time even though estim today sign surabaya yet,0.0,0.0,1.0,neutral
powerbank gw belom sampe sampe fak lah SiCepat,powerbank gw belom sampe sampe fak lah,my powerbank hasn't arrived yet,powerbank arrived yet,"['powerbank', 'arrived', 'yet']","['powerbank', 'arriv', 'yet']",powerbank arriv yet,0.0,0.0,1.0,neutral
halo tolong follow up pesanan saya tak kunjung dipickup oleh kurir sejak tadi,halo tolong follow up pesanan saya tak kunjung dipickup oleh kurir sejak tadi,"hello, please follow up my order has never been picked up by the courier since earlier",hello please follow order never picked courier since earlier,"['hello', 'please', 'follow', 'order', 'never', 'picked', 'courier', 'since', 'earlier']","['hello', 'pleas', 'follow', 'order', 'never', 'pick', 'courier', 'sinc', 'earlier']",hello pleas follow order never pick courier sinc earlier,0.0,0.0,1.0,neutral
JANGAN PAKE SICEPAT,JANGAN PAKE,don't use it,use,['use'],['use'],use,0.0,0.0,1.0,neutral
cek DM tolong,cek DM tolong,check dm please,check dm please,"['check', 'dm', 'please']","['check', 'dm', 'pleas']",check dm pleas,0.0,0.0,1.0,neutral
kali ini ajaib banget dari jaktim mau ke semarang gaada kabar hari tautau sampe jombang Ngapain,kali ini ajaib banget dari jaktim mau ke semarang gaada kabar hari tautau sampe jombang Ngapain,"this time it's really magical from jakarta to go to semarang, there is no news of tauutau until jombang what",time really magical jakarta go semarang news tauutau jombang,"['time', 'really', 'magical', 'jakarta', 'go', 'semarang', 'news', 'tauutau', 'jombang']","['time', 'realli', 'magic', 'jakarta', 'go', 'semarang', 'news', 'tauutau', 'jombang']",time realli magic jakarta go semarang news tauutau jombang,0.0,0.0,1.0,neutral
Sicepat tuh lagi lama ya Bisanya saya kalau pakai sicepat tuh hari sudah sampai lah ini dari tanggal belum nyampe juga padahal cuma dari Bekasi,tuh lagi lama ya Bisanya saya kalau pakai tuh hari sudah sampai lah ini dari tanggal belum nyampe juga padahal cuma dari Bekasi,"it's been a long time, i usually use it, if i use this day, it has arrived from the date, but it's not arrived, even though it's only from bekasi",long time usually use it use day arrived date arrived even though bekasi,"['long', 'time', 'usually', 'use', 'it', 'use', 'day', 'arrived', 'date', 'arrived', 'even', 'though', 'bekasi']","['long', 'time', 'usual', 'use', 'it', 'use', 'day', 'arriv', 'date', 'arriv', 'even', 'though', 'bekasi']",long time usual use it use day arriv date arriv even though bekasi,0.0,0.0,1.0,neutral
ribet nggak jadi jalan juga garagara Gramedia sama sicepat beh,ribet nggak jadi jalan juga garagara Gramedia sama beh,"complicated not to be the road too, garagara gramedia and beh",complicated road too garagara gramedia beh,"['complicated', 'road', 'too', 'garagara', 'gramedia', 'beh']","['complic', 'road', 'too', 'garagara', 'gramedia', 'beh']",complic road too garagara gramedia beh,0.0,0.0,1.0,neutral
Yang bals robot Nanya alamat pindah kmana suruh cek website Aku cek websitenya masih di baribis pdahal tutup sudah pindah Entah pindah kmana Dah lah,Yang bals robot Nanya alamat pindah kmana suruh cek website Aku cek websitenya masih di baribis pdahal tutup sudah pindah Entah pindah kmana Dah lah,"the one who replied the robot asked the address to move where to check the website, i checked the website, still in baribis, it was closed, i had moved to move",one replied robot asked address move check website checked website still baribis closed moved move,"['one', 'replied', 'robot', 'asked', 'address', 'move', 'check', 'website', 'checked', 'website', 'still', 'baribis', 'closed', 'moved', 'move']","['one', 'repli', 'robot', 'ask', 'address', 'move', 'check', 'websit', 'check', 'websit', 'still', 'baribi', 'close', 'move', 'move']",one repli robot ask address move check websit check websit still baribi close move move,0.0,0.0,1.0,neutral
Jnesicepat gpp kak dapat kahh km,Jnesicepat gpp kak dapat kahh km,"jnesicaspas gpp sis, can you get it",jnesicaspas gpp sis get,"['jnesicaspas', 'gpp', 'sis', 'get']","['jnesicaspa', 'gpp', 'si', 'get']",jnesicaspa gpp si get,0.0,0.0,1.0,neutral
JGN MAU KAK INI WA PENIPUUUUUUU,JGN MAU KAK INI WA PENIPUUUUUUU,"don't want this sis, wa checkeuu",want sis wa checkeuu,"['want', 'sis', 'wa', 'checkeuu']","['want', 'si', 'wa', 'checkeuu']",want si wa checkeuu,0.302,0.0,0.698,neutral
Wkwkwkkwkw sicepat halu,Wkwkwkkwkw halu,wkwkwkkwkw hau,wkwkwkkwkw hau,"['wkwkwkkwkw', 'hau']","['wkwkwkkwkw', 'hau']",wkwkwkkwkw hau,0.0,0.0,1.0,neutral
Sicepat karena kurirnya ramah banget,karena kurirnya ramah banget,because the courier is very friendly,courier friendly,"['courier', 'friendly']","['courier', 'friendli']",courier friendli,0.0,0.0,1.0,neutral
kalau saya lebih suka sicepat sesuai namanya,kalau saya lebih suka sesuai namanya,if i prefer according to the name,prefer according name,"['prefer', 'according', 'name']","['prefer', 'accord', 'name']",prefer accord name,0.0,0.0,1.0,neutral
cek dm please,cek dm please,check dm please,check dm please,"['check', 'dm', 'please']","['check', 'dm', 'pleas']",check dm pleas,0.0,0.0,1.0,neutral
itu sudah aktifin sicepat jugaa tt apa harus aktifin spx,itu sudah aktifin jugaa tt apa harus aktifin,"it has been activated, keep it on what to activate",activated keep activate,"['activated', 'keep', 'activate']","['activ', 'keep', 'activ']",activ keep activ,0.0,0.0,1.0,neutral
